model,auroc,auprc,accuracy,precision,recall,f1,brier,ece
logistic_regression,0.8101148236636594,0.821665969838544,0.7107395276676435,0.6997713165632147,0.7383660806618407,0.718550821871855,0.17622882596634887,0.03521211555844331
